,Brands,Model,BEE_Rating,Tons,Reviews_Count,Ratings_Count,Cust_Review,Original_Price,Current_Price,Room_Size,Annual_Power_Usage,Discount,Discount_Band
305,Godrej,Godrej 5-in-1 Convertible Cooling 2023 Model 1 Ton 3 Star Split Inverter i-sense Technology with Blue ...,3.0,1.0,179,1726,4.1,42900,42900,90,694.03,0.0,A
306,Godrej,Godrej 5-in-1 Convertible Cooling 2023 Model 1.5 Ton 5 Star Split Inverter i-sense Technology with Blu...,5.0,1.5,157,1090,4.1,54900,54900,111 - 150,744.39,0.0,A
307,Blue,Blue Star 2023 Model 1 Ton 3 Star Split Inverter AC with Wi-fi Connect  - White,3.0,1.0,1,7,4.9,52500,33290,90,704.42,36.6,C
308,Voltas,Voltas 1.5 Ton 4 Star Split Inverter AC  - White,4.0,1.5,1713,19291,4.2,69990,37730,111 - 150,945.28,46.1,D
309,Godrej,Godrej 5-In-1 Convertible Cooling 2023 Model 1.5 Ton 3 Star Split Inverter With Heavy Duty Cooling at ...,3.0,1.5,403,4378,4.1,45400,30990,111 - 150,965.71,31.7,C
310,Blue,"Blue Star 2023 Model 0.8 Ton 3 Star Split Inverter Multi Sensors, Self Clean Technology, Self Diagnosi...",3.0,0.8,1521,13889,4.2,41500,27999,90,521.6,32.5,C
311,IFB,"IFB FastCool Convertible 8-in-1 Cooling, 2023 Model 1.5 Ton 3 Star Split Inverter 7 Stage Air Treatmen...",3.0,1.5,116,944,4.2,51990,38490,111 - 150,1005.73,26.0,B
312,Lloyd,Lloyd 1.5 Ton 3 Star Split Inverter AC with Wi-fi Connect  - White,3.0,1.5,151,840,4.2,61990,41809,111 - 150,1002.76,32.6,C
313,Blue,"Blue Star Convertible 5 in 1 Cooling 2023 Model 1.5 Ton 5 Star Split Inverter Multi Sensors, Stabalize...",5.0,1.5,1521,13889,4.2,73000,43980,111 - 150,770.98,39.8,C
314,Godrej,Godrej 5-in-1 Convertible Cooling 2023 Model 1 Ton 5 Star Split Inverter i-sense Technology with Blue ...,5.0,1.0,179,1726,4.1,48990,34490,90,524.03,29.6,B
315,SAMSUNG,SAMSUNG Convertible 5-in-1 Cooling 2023 Model 1.5 Ton 5 Star Split Inverter Wind Free AC with Wi-fi Co...,5.0,1.5,81,804,4.2,75990,74899,111 - 150,749.48,1.4,A
316,Daikin,Daikin 1.5 Ton 3 Star Hot and Cold Split Inverter AC  - White,3.0,1.5,3,65,3.9,59800,42490,111 - 150,881.05,28.9,B
317,LG,"LG Super Convertible 6-in-1 Cooling 1 Ton 5 Star Split Inverter AI, 4 Way Swing, HD Filter with Anti-V...",5.0,1.0,2889,28367,4.2,62990,43322,90,571.99,31.2,C
318,Godrej,Godrej 5-in-1 Convertible Cooling 2023 Model 1.5 Ton 4 Star Split Inverter with 4 Way Swing and Tri Fi...,4.0,1.5,403,4378,4.1,49990,32990,111 - 150,883.14,34.0,C
319,ONIDA,ONIDA 2023 Model 1.5 Ton 3 Star Split Inverter AC  - White,3.0,1.5,939,7988,4.3,43900,29990,111 - 150,969.15,31.7,C
320,Hitachi,Hitachi 2023 Model 1.5 Ton 5 Star Split Inverter AC  - White,5.0,1.5,1,4,5.0,72900,72900,111 - 150,813.13,0.0,A
321,Godrej,Godrej 5-in-1 Convertible Cooling 2023 Model 1 Ton 3 Star Split Inverter i-sense Technology with Blue ...,3.0,1.0,179,1726,4.1,42900,28990,90,694.03,32.4,C
322,Godrej,Godrej 5-In-1 Convertible Cooling 2023 Model 1.5 Ton 3 Star Split Inverter With Heavy Duty Cooling at ...,3.0,1.5,403,4378,4.1,45400,30990,111 - 150,965.71,31.7,C
323,SAMSUNG,SAMSUNG Convertible 2 Ton 3 Star Split Inverter AC  - White,3.0,2.0,63,747,4.2,77990,45999,151 - 200,1145.22,41.0,C
324,Godrej,Godrej 5-in-1 Convertible Cooling 2023 Model 1 Ton 5 Star Split Inverter i-sense Technology with Blue ...,5.0,1.0,179,1726,4.1,48900,32990,90,524.03,32.5,C
325,Blue,"Blue Star 2023 Model 0.8 Ton 3 Star Split Inverter Multi Sensors, Self Clean Technology, Self Diagnosi...",3.0,0.8,1521,13889,4.2,41500,27999,90,521.6,32.5,C
326,Hitachi,Hitachi 1.5 Ton 5 Star Window AC  - White,5.0,1.5,457,4311,4.1,34790,34790,111 - 150,1575.0,0.0,A
327,Godrej,Godrej 5-in-1 Convertible Cooling 2023 Model 1.5 Ton 5 Star Split Inverter i-sense Technology with Blu...,5.0,1.5,157,1090,4.1,54900,36990,111 - 150,744.39,32.6,C
328,Blue,"Blue Star Convertible 5 in 1 Cooling 2023 Model 1.5 Ton 5 Star Split Inverter Multi Sensors, Stabalize...",5.0,1.5,1521,13889,4.2,73000,43980,111 - 150,770.98,39.8,C
329,Hitachi,Hitachi 1.5 Ton 5 Star Split Inverter Expandable AC  - Gold,5.0,1.5,307,3144,4.0,60500,60500,111 - 150,530.44,0.0,A
330,Hitachi,Hitachi 1.5 Ton 3 Star Split Inverter AC  - White,3.0,1.5,1,23,3.8,52700,35680,111 - 150,1115.0,32.3,C
331,Blue,"Blue Star Convertible 5 in 1 Cooling 2023 Model 1.5 Ton 3 Star Split Inverter Multi Sensors, Stabalize...",3.0,1.5,384,4478,4.1,62250,35799,111 - 150,1002.84,42.5,C
332,Blue,Blue Star 2023 Model 1.3 Ton 3 Star Split Inverter AC  - White,3.0,1.3,1521,13889,4.2,57500,32990,111 - 150,865.48,42.6,C
333,Voltas,Voltas 2 Ton Split Inverter AC  - White,4.0,2.0,0,4,4.3,79990,46450,151 - 200,1098.96,41.9,C
334,Godrej,Godrej 5-in-1 Convertible Cooling 2023 Model 1.5 Ton 4 Star Split Inverter with 4 Way Swing and Tri Fi...,4.0,1.5,403,4378,4.1,49990,49990,111 - 150,883.14,0.0,A
335,ONIDA,ONIDA 2023 Model 1.5 Ton 3 Star Split Inverter AC  - White,3.0,1.5,939,7988,4.3,43900,29990,111 - 150,969.15,31.7,C
336,LG,"LG Convertible 6-in-1 Cooling 2023 Model 1.5 Ton 4 Star Split Inverter 4 Way Swing, HD Filter with Ant...",4.0,1.5,2889,28367,4.2,81990,78990,111 - 150,837.55,3.7,A
337,SAMSUNG,SAMSUNG 1.5 Ton 5 Star Split AC with Wi-fi Connect  - White,5.0,1.5,1,3,3.7,72990,43570,111 - 150,1365.0,40.3,C
338,Haier,Haier 1.6 Ton 5 Star Split Inverter AC  - White,5.0,1.6,1,6,3.2,72490,53999,151 - 200,880.3,25.5,B
339,Godrej,Godrej 5-in-1 Convertible Cooling 2023 Model 1 Ton 3 Star Split Inverter i-sense Technology with Blue ...,3.0,1.0,179,1726,4.1,42900,42900,90,694.03,0.0,A
340,Godrej,Godrej 5-in-1 Convertible Cooling 2023 Model 1.5 Ton 5 Star Split Inverter i-sense Technology with Blu...,5.0,1.5,157,1090,4.1,54900,54900,111 - 150,744.39,0.0,A
341,Lloyd,Lloyd 1.5 Ton 3 Star Split AC  - White,3.0,1.5,111,762,4.2,52990,35789,111 - 150,1490.0,32.5,C
342,Godrej,Godrej 5-In-1 Convertible Cooling 2023 Model 1.5 Ton 3 Star Split Inverter With Heavy Duty Cooling at ...,3.0,1.5,403,4378,4.1,45400,30990,111 - 150,965.71,31.7,C
343,Blue,"Blue Star 2023 Model 0.8 Ton 3 Star Split Inverter Multi Sensors, Self Clean Technology, Self Diagnosi...",3.0,0.8,1521,13889,4.2,41500,27999,90,521.6,32.5,C
344,Voltas,Voltas 1 Ton 3 Star Split Inverter AC  - White,3.0,1.0,1,16,3.9,55990,31290,90,700.57,44.1,C
345,Hitachi,Hitachi 2023 Model 1.5 Ton 3 Star Window AC  - White,3.0,1.5,457,4311,4.1,35600,30249,111 - 150,1161.16,15.0,A
346,Blue,Blue Star 2023 Model 1.5 Ton 5 Star Window AC  - White,5.0,1.5,131,1312,4.1,44500,34949,111 - 150,1045.04,21.5,B
347,Sansui,Sansui Activated Carbon Filter 1.5 Ton 5 Star Split Dual Inverter Smart AC with Wi-fi Connect  - White,5.0,1.5,25,183,4.1,59999,31500,111 - 150,865.7,47.5,D
348,Godrej,Godrej 5-in-1 Convertible Cooling 2023 Model 1 Ton 5 Star Split Inverter i-sense Technology with Blue ...,5.0,1.0,179,1726,4.1,48990,34490,90,524.03,29.6,B
349,Blue,"Blue Star Convertible 5 in 1 Cooling 2023 Model 1.5 Ton 5 Star Split Inverter Multi Sensors, Stabalize...",5.0,1.5,1521,13889,4.2,73000,43980,111 - 150,770.98,39.8,C
350,Hisense,Hisense 1 Ton 5 Star Split Inverter Smart AC with Wi-fi Connect  - White,5.0,1.0,275,1670,4.2,37990,35544,90,925.0,6.4,A
351,Haier,"Haier Heavy Duty Turbo Cool Plus 2023 Model 1.6 Ton 3 Star Split Powerful cooling, Anti-bacterial filt...",3.0,1.6,292,2371,4.0,65990,35990,151 - 200,1350.0,45.5,D
352,Blue,"Blue Star Convertible 5 in 1 Cooling 2023 Model 1.5 Ton 3 Star Split Inverter Multi Sensors, Stabalize...",3.0,1.5,384,4478,4.1,62250,35799,111 - 150,1002.84,42.5,C
353,Blue,Blue Star 2023 Model 1.3 Ton 3 Star Split Inverter AC  - White,3.0,1.3,1521,13889,4.2,57500,32990,111 - 150,865.48,42.6,C
354,Godrej,"Godrej 1 Ton 3 Star Split Inverter With Anti-Virus Protection AC  - White, Gold",3.0,1.0,179,1726,4.1,36900,32631,90,752.58,11.6,A
355,SAMSUNG,SAMSUNG 1.5 Ton 3 Star Split Inverter AC  - White,3.0,1.5,3,36,4.2,47670,37344,111 - 150,0.0,21.7,B
356,Hitachi,Hitachi Ice Clean Frost Wash Technology 2023 Model 1.8 Ton 4 Star Split Inverter Xpandable plus Ambien...,4.0,1.8,217,2406,4.0,95700,54999,151 - 200,1096.51,42.5,C
357,Godrej,Godrej 5-in-1 Convertible Cooling 2023 Model 1.5 Ton 4 Star Split Inverter with 4 Way Swing and Tri Fi...,4.0,1.5,403,4378,4.1,49990,32990,111 - 150,883.14,34.0,C
358,ONIDA,ONIDA 2023 Model 1.5 Ton 3 Star Split Inverter AC  - White,3.0,1.5,939,7988,4.3,43900,29990,111 - 150,969.15,31.7,C
359,TOSHIBA,TOSHIBA 1.5 Ton 5 Star Split Inverter AC  - White,5.0,1.5,1,1,1.0,71280,56990,111 - 150,704.35,20.0,B
360,Blue,Blue Star 2023 Model 1.5 Ton 3 Star Window AC  - White,3.0,1.5,131,1312,4.1,39500,29950,111 - 150,1168.9,24.2,B
361,Godrej,Godrej 5-in-1 Convertible Cooling 2023 Model 1 Ton 3 Star Split Inverter i-sense Technology with Blue ...,3.0,1.0,179,1726,4.1,42900,28990,90,694.03,32.4,C
362,Godrej,Godrej 5-In-1 Convertible Cooling 2023 Model 1.5 Ton 3 Star Split Inverter With Heavy Duty Cooling at ...,3.0,1.5,403,4378,4.1,45400,30990,111 - 150,965.71,31.7,C
363,Haier,"Haier Frost Self-Clean 2023 Model 1.5 Ton 3 Star Split Inverter Intelli Convertible 7-in-1, Cooling at...",3.0,1.5,1,5,4.0,66490,36490,111 - 150,1020.54,45.1,D
364,TOSHIBA,TOSHIBA 1.5 Ton 5 Star Split Inverter AC  - White,5.0,1.5,1,2,1.5,62000,50000,111 - 150,851.2,19.4,B
365,Godrej,Godrej 1.5 Ton 5 Star Split Inverter Convertible 5-in-1 Cooling With Anti-Virus Protection AC  - White...,5.0,1.5,61,618,4.2,51900,43878,111 - 150,840.2,15.5,B
366,Godrej,Godrej 5-in-1 Convertible Cooling 2023 Model 1 Ton 5 Star Split Inverter i-sense Technology with Blue ...,5.0,1.0,179,1726,4.1,48900,32990,90,524.03,32.5,C
367,Blue,"Blue Star 2023 Model 0.8 Ton 3 Star Split Inverter Multi Sensors, Self Clean Technology, Self Diagnosi...",3.0,0.8,1521,13889,4.2,41500,27999,90,521.6,32.5,C
368,Blue,Blue Star 2 Ton 3 Star Window AC  - White,3.0,2.0,131,1312,4.1,47500,37999,151 - 200,1559.82,20.0,B
369,Godrej,Godrej 5-in-1 Convertible Cooling 2023 Model 1.5 Ton 5 Star Split Inverter i-sense Technology with Blu...,5.0,1.5,157,1090,4.1,54900,36990,111 - 150,744.39,32.6,C
370,Blue,"Blue Star Convertible 5 in 1 Cooling 2023 Model 1.5 Ton 5 Star Split Inverter Multi Sensors, Stabalize...",5.0,1.5,1521,13889,4.2,73000,43980,111 - 150,770.98,39.8,C
371,Haier,Haier 1.2 Ton 3 Star Split Inverter AC  - White,3.0,1.2,292,2371,4.0,60990,32999,91 - 110,823.55,45.9,D
372,Blue,"Blue Star Convertible 5 in 1 Cooling 2023 Model 1.5 Ton 3 Star Split Inverter Multi Sensors, Stabalize...",3.0,1.5,384,4478,4.1,62250,35799,111 - 150,1002.84,42.5,C
373,Blue,Blue Star 2023 Model 1.3 Ton 3 Star Split Inverter AC  - White,3.0,1.3,1521,13889,4.2,57500,32990,111 - 150,865.48,42.6,C
374,Blue,Blue Star 2023 Model 2 Ton 3 Star Window AC  - White,3.0,2.0,131,1312,4.1,48000,39549,151 - 200,1453.77,17.6,B
375,Godrej,Godrej 5-in-1 Convertible Cooling 2023 Model 1.5 Ton 4 Star Split Inverter with 4 Way Swing and Tri Fi...,4.0,1.5,403,4378,4.1,49990,49990,111 - 150,883.14,0.0,A
376,ONIDA,ONIDA 2023 Model 1.5 Ton 3 Star Split Inverter AC  - White,3.0,1.5,939,7988,4.3,43900,29990,111 - 150,969.15,31.7,C
377,Daikin,Daikin 2.02 Ton 3 Star Split Inverter AC with PM 2.5 Filter  - White,3.0,2.02,0,11,4.7,86800,59990,151 - 200,1372.85,30.9,C
378,Voltas,Voltas 2 Ton 5 Star Split Inverter AC  - White,5.0,2.0,0,25,4.1,82900,55599,151 - 200,892.32,32.9,C
379,Godrej,Godrej 5-in-1 Convertible Cooling 2023 Model 1 Ton 3 Star Split Inverter i-sense Technology with Blue ...,3.0,1.0,179,1726,4.1,42900,42900,90,694.03,0.0,A
380,Godrej,Godrej 5-in-1 Convertible Cooling 2023 Model 1.5 Ton 5 Star Split Inverter i-sense Technology with Blu...,5.0,1.5,157,1090,4.1,54900,54900,111 - 150,744.39,0.0,A
381,Panasonic,Panasonic 1.5 Ton 5 Star Window AC  - White,5.0,1.5,4,20,4.3,37500,37500,111 - 150,1168.9,0.0,A
382,Godrej,Godrej 5-In-1 Convertible Cooling 2023 Model 1.5 Ton 3 Star Split Inverter With Heavy Duty Cooling at ...,3.0,1.5,403,4378,4.1,45400,30990,111 - 150,965.71,31.7,C
383,Blue,"Blue Star 2023 Model 0.8 Ton 3 Star Split Inverter Multi Sensors, Self Clean Technology, Self Diagnosi...",3.0,0.8,1521,13889,4.2,41500,27999,90,521.6,32.5,C
384,LG,"LG Super Convertible 6-in-1 Cooling 1.5 Ton 5 Star Split Inverter AI, 4 Way Swing, HD Filter with Anti...",5.0,1.5,2889,28367,4.2,80990,80990,111 - 150,818.81,0.0,A
385,Voltas,Voltas 2 in 1 Convertible Cooling 1.2 Ton 3 Star Split Inverter Expandable AC  - White,3.0,1.2,1713,19291,4.2,54990,26366,91 - 110,1700.0,52.1,D
386,Hitachi,Hitachi Iconic wave design 2023 Model 1 Ton 3 Star Split Soft dry Silent Air Ambience Light R 32 AC  -...,3.0,1.0,23,242,4.1,46600,33479,90,706.76,28.2,B
387,Godrej,Godrej 5-in-1 Convertible Cooling 2023 Model 1 Ton 5 Star Split Inverter i-sense Technology with Blue ...,5.0,1.0,179,1726,4.1,48990,34490,90,524.03,29.6,B
388,Blue,"Blue Star Convertible 5 in 1 Cooling 2023 Model 1.5 Ton 5 Star Split Inverter Multi Sensors, Stabalize...",5.0,1.5,1521,13889,4.2,73000,43980,111 - 150,770.98,39.8,C
389,Blue,Blue Star 2023 Model 1.5 Ton 5 Star Window Inverter AC  - White,5.0,1.5,6,44,4.0,50000,37599,111 - 150,1079.34,24.8,B
390,Lloyd,Lloyd 2023 Model 2 Ton 3 Star Split Inverter AC  - White,3.0,2.0,878,5312,4.2,77990,76990,151 - 200,1261.37,1.3,A
391,Blue,"Blue Star Convertible 5 in 1 Cooling 2023 Model 1.5 Ton 3 Star Split Inverter Multi Sensors, Stabalize...",3.0,1.5,384,4478,4.1,62250,35799,111 - 150,1002.84,42.5,C
392,Blue,Blue Star 2023 Model 1.3 Ton 3 Star Split Inverter AC  - White,3.0,1.3,1521,13889,4.2,57500,32990,111 - 150,865.48,42.6,C
393,SAMSUNG,SAMSUNG 1.5 Ton 3 Star Split Inverter AC  - White,3.0,1.5,2385,24309,4.2,57990,57990,111 - 150,1435.0,0.0,A
394,Godrej,Godrej 5-in-1 Convertible Cooling 2023 Model 1.5 Ton 4 Star Split Inverter with 4 Way Swing and Tri Fi...,4.0,1.5,403,4378,4.1,49990,49990,111 - 150,883.14,0.0,A
395,ONIDA,ONIDA 2023 Model 1.5 Ton 3 Star Split Inverter AC  - White,3.0,1.5,939,7988,4.3,43900,29990,111 - 150,969.15,31.7,C
396,Panasonic,Panasonic 2023 Model 1.5 Ton 3 Star Split AC with Wi-fi Connect  - White,3.0,1.5,0,3,4.7,55400,36899,111 - 150,989.31,33.4,C
397,Godrej,Godrej 5-in-1 Convertible Cooling 2023 Model 1 Ton 3 Star Split Inverter i-sense Technology with Blue ...,3.0,1.0,179,1726,4.1,42900,42900,90,694.03,0.0,A
398,Godrej,Godrej 5-in-1 Convertible Cooling 2023 Model 1.5 Ton 5 Star Split Inverter i-sense Technology with Blu...,5.0,1.5,157,1090,4.1,54900,54900,111 - 150,744.39,0.0,A
399,Haier,"Haier Frost Self-Clean 2023 Model 1 Ton 4 Star Split Inverter Intelli smart, Intelli Convertible 7-in-...",4.0,1.0,1,6,4.2,63990,36999,90,609.48,42.2,C
400,CANDY,CANDY 2023 Model 1.5 Ton 5 Star Window Inverter AC  - White,5.0,1.5,0,5,4.8,48000,34999,111 - 150,1095.38,27.1,B
401,Blue,"Blue Star 2023 Model 1 Ton 2 Star Split Multi Sensors, Comfort Sleep Mode, Turbo Cool, Self Diagnosis,...",2.0,1.0,10,133,4.2,44250,31999,90,727.66,27.7,B
402,Godrej,Godrej 5-In-1 Convertible Cooling 2023 Model 1.5 Ton 3 Star Split Inverter With Heavy Duty Cooling at ...,3.0,1.5,403,4378,4.1,45400,30990,111 - 150,965.71,31.7,C
403,Blue,"Blue Star 2023 Model 0.8 Ton 3 Star Split Inverter Multi Sensors, Self Clean Technology, Self Diagnosi...",3.0,0.8,1521,13889,4.2,41500,27999,90,521.6,32.5,C
404,MarQ,MarQ by Flipkart 1.5 Ton 3 Star Split Inverter AC  - White,3.0,1.5,526,4691,4.2,39200,33578,111 - 150,1430.0,14.3,A
405,Godrej,Godrej 5-in-1 Convertible Cooling 2023 Model 1 Ton 5 Star Split Inverter i-sense Technology with Blue ...,5.0,1.0,179,1726,4.1,48990,34490,90,524.03,29.6,B
406,Blue,"Blue Star Convertible 5 in 1 Cooling 2023 Model 1.5 Ton 5 Star Split Inverter Multi Sensors, Stabalize...",5.0,1.5,1521,13889,4.2,73000,43980,111 - 150,770.98,39.8,C
407,CANDY,CANDY 2023 Model 1 Ton 4 Star Split Inverter AC  - White,4.0,1.0,118,713,4.0,57500,28999,90,600.21,49.6,D
408,Blue,Blue Star 1.5 Ton 3 Star Split AC  - White,3.0,1.5,168,1483,4.4,49500,40999,111 - 150,1122.45,17.2,B
409,Blue,Blue Star 2023 Model 1.5 Ton 5 Star Window Inverter AC  - White,5.0,1.5,7,69,3.9,50000,39999,111 - 150,1082.57,20.0,B
410,Godrej,Godrej 1.5 Ton 3 Star Split Inverter AC  - White,3.0,1.5,19,109,4.1,50990,32599,111 - 150,1097.54,36.1,C
411,Godrej,Godrej 5-in-1 Convertible Cooling 2023 Model 1.5 Ton 4 Star Split Inverter with 4 Way Swing and Tri Fi...,4.0,1.5,403,4378,4.1,49990,32990,111 - 150,883.14,34.0,C
412,ONIDA,ONIDA 2023 Model 1.5 Ton 3 Star Split Inverter AC  - White,3.0,1.5,939,7988,4.3,43900,29990,111 - 150,969.15,31.7,C
413,Panasonic,Panasonic Convertible 7-in-1 with Additional AI Mode Cooling 2023 Model Desert Series 2.2 Ton 4 Star S...,4.0,2.2,78,638,4.1,87900,71719,111 - 150,1351.04,18.4,B
414,Godrej,Godrej 5-in-1 Convertible Cooling 2023 Model 1 Ton 3 Star Split Inverter i-sense Technology with Blue ...,3.0,1.0,179,1726,4.1,42900,28990,90,694.03,32.4,C
415,Godrej,Godrej 5-In-1 Convertible Cooling 2023 Model 1.5 Ton 3 Star Split Inverter With Heavy Duty Cooling at ...,3.0,1.5,403,4378,4.1,45400,30990,111 - 150,965.71,31.7,C
416,Godrej,Godrej 2023 Model 5-In-1 Convertible Cooling 1.4 Ton 3 Star Split Inverter with I-Sense Technology AC ...,3.0,1.4,9,75,3.8,45400,32999,111 - 150,952.09,27.3,B
417,Lloyd,Lloyd 1.5 Ton 3 Star Split Inverter AC  - White,3.0,1.5,95,677,4.3,50990,35690,111 - 150,5800.0,30.0,B
418,Godrej,Godrej 1.5 Ton 3 Star Split Inverter AC  - White,3.0,1.5,19,109,4.1,50990,32599,111 - 150,1097.54,36.1,C
419,Godrej,Godrej 5-in-1 Convertible Cooling 2023 Model 1 Ton 5 Star Split Inverter i-sense Technology with Blue ...,5.0,1.0,179,1726,4.1,48900,32990,90,524.03,32.5,C
420,Blue,"Blue Star 2023 Model 0.8 Ton 3 Star Split Inverter Multi Sensors, Self Clean Technology, Self Diagnosi...",3.0,0.8,1521,13889,4.2,41500,27999,90,521.6,32.5,C
421,MOTOROLA,MOTOROLA 1.5 Ton 3 Star Split Dual Inverter AC  - Silver,3.0,1.5,100,627,4.4,46399,37999,111 - 150,1101.4,18.1,B
422,Godrej,Godrej 5-in-1 Convertible Cooling 2023 Model 1.5 Ton 5 Star Split Inverter i-sense Technology with Blu...,5.0,1.5,157,1090,4.1,54900,36990,111 - 150,744.39,32.6,C
423,Blue,"Blue Star Convertible 5 in 1 Cooling 2023 Model 1.5 Ton 5 Star Split Inverter Multi Sensors, Stabalize...",5.0,1.5,1521,13889,4.2,73000,43980,111 - 150,770.98,39.8,C
424,Voltas,Voltas 1.5 Ton 3 Star Window AC  - White,3.0,1.5,366,3610,4.3,32822,32822,111 - 150,0.0,0.0,A
425,Blue,"Blue Star 2023 Model 1 Ton 2 Star Split Multi Sensors, Comfort Sleep Mode, Turbo Cool, Self Diagnosis,...",2.0,1.0,10,133,4.2,44250,31999,90,727.66,27.7,B
426,Blue,"Blue Star Convertible 5 in 1 Cooling 2023 Model 1.5 Ton 3 Star Split Inverter Multi Sensors, Stabalize...",3.0,1.5,384,4478,4.1,62250,35799,111 - 150,1002.84,42.5,C
427,Blue,Blue Star 2023 Model 1.3 Ton 3 Star Split Inverter AC  - White,3.0,1.3,1521,13889,4.2,57500,32990,111 - 150,865.48,42.6,C
428,Voltas,Voltas 1.5 Ton 3 Star Split Inverter AC  - White,3.0,1.5,1,19,3.9,67990,32590,111 - 150,1017.95,52.1,D
429,Godrej,Godrej 5-in-1 Convertible Cooling 2023 Model 1.5 Ton 4 Star Split Inverter with 4 Way Swing and Tri Fi...,4.0,1.5,403,4378,4.1,49990,49990,111 - 150,883.14,0.0,A
430,ONIDA,ONIDA 2023 Model 1.5 Ton 3 Star Split Inverter AC  - White,3.0,1.5,939,7988,4.3,43900,29990,111 - 150,969.15,31.7,C
431,Lloyd,Lloyd 1 Ton 3 Star Split Inverter AC  - White,3.0,1.0,7,98,4.2,50990,32900,90,698.49,35.5,C
432,Godrej,Godrej 4-Way Air Swing 2023 Model 2 Ton 3 Star Split with Anti-Dust Filter AC  - White,3.0,2.0,24,194,4.0,61990,43499,151 - 200,1215.35,29.8,B
433,Godrej,Godrej 5-in-1 Convertible Cooling 2023 Model 1 Ton 3 Star Split Inverter i-sense Technology with Blue ...,3.0,1.0,179,1726,4.1,42900,42900,90,694.03,0.0,A
434,Godrej,Godrej 5-in-1 Convertible Cooling 2023 Model 1.5 Ton 5 Star Split Inverter i-sense Technology with Blu...,5.0,1.5,157,1090,4.1,54900,54900,111 - 150,744.39,0.0,A
435,Daikin,Daikin 2.02 Ton 4 Star Split Inverter AC with PM 2.5 Filter  - White,4.0,2.02,0,18,3.4,86800,62990,151 - 200,1372.85,27.4,B
436,Blue,Blue Star 1.5 Ton 3 Star Split AC  - White,3.0,1.5,0,7,4.7,61750,39999,111 - 150,1052.79,35.2,C
437,Godrej,Godrej 5-In-1 Convertible Cooling 2023 Model 1.5 Ton 3 Star Split Inverter With Heavy Duty Cooling at ...,3.0,1.5,403,4378,4.1,45400,30990,111 - 150,965.71,31.7,C
438,Blue,"Blue Star 2023 Model 0.8 Ton 3 Star Split Inverter Multi Sensors, Self Clean Technology, Self Diagnosi...",3.0,0.8,1521,13889,4.2,41500,27999,90,521.6,32.5,C
439,Haier,"Haier Frost Self-Clean 2023 Model 1.5 Ton 3 Star Split Inverter Intelli Convertible 7-in-1, Cooling at...",3.0,1.5,1,5,4.0,66490,36490,111 - 150,1020.54,45.1,D
440,Lloyd,Lloyd 1.5 Ton 3 Star Split Inverter AC  - White,3.0,1.5,0,5,4.2,63990,40999,111 - 150,1021.82,35.9,C
441,Voltas,Voltas 2023 Model 2 Ton 3 Star Split AC  - White,3.0,2.0,1,16,4.4,81990,48500,151 - 200,1323.72,40.8,C
442,Godrej,Godrej 5-in-1 Convertible Cooling 2023 Model 1 Ton 5 Star Split Inverter i-sense Technology with Blue ...,5.0,1.0,179,1726,4.1,48990,34490,90,524.03,29.6,B
443,Blue,"Blue Star Convertible 5 in 1 Cooling 2023 Model 1.5 Ton 5 Star Split Inverter Multi Sensors, Stabalize...",5.0,1.5,1521,13889,4.2,73000,43980,111 - 150,770.98,39.8,C
444,Whirlpool,Whirlpool 1.5 Ton 3 Star Split Inverter AC  - White,3.0,1.5,1,22,4.2,45000,32409,111 - 150,0.0,28.0,B
445,Godrej,Godrej 1.5 Ton 3 Star Split Inverter AC  - White,3.0,1.5,0,24,4.4,44900,33386,111 - 150,998.42,25.6,B
446,Blue,"Blue Star Convertible 5 in 1 Cooling 2023 Model 1.5 Ton 3 Star Split Inverter Multi Sensors, Stabalize...",3.0,1.5,384,4478,4.1,62250,35799,111 - 150,1002.84,42.5,C
447,Blue,Blue Star 2023 Model 1.3 Ton 3 Star Split Inverter AC  - White,3.0,1.3,1521,13889,4.2,57500,32990,111 - 150,865.48,42.6,C
448,Godrej,Godrej 1.5 Ton 3 Star Split Inverter Convertible 5-in-1 Cooling with Anti-Virus Protection AC  - White...,3.0,1.5,403,4378,4.1,43900,32699,111 - 150,1046.29,25.5,B
449,Blue,Blue Star 2023 Model 1.5 Ton 5 Star Window AC  - White,5.0,1.5,7,87,4.2,42500,34449,111 - 150,1114.71,18.9,B
450,Godrej,Godrej 5-in-1 Convertible Cooling 2023 Model 1.5 Ton 4 Star Split Inverter with 4 Way Swing and Tri Fi...,4.0,1.5,403,4378,4.1,49990,49990,111 - 150,883.14,0.0,A
451,ONIDA,ONIDA 2023 Model 1.5 Ton 3 Star Split Inverter AC  - White,3.0,1.5,939,7988,4.3,43900,29990,111 - 150,969.15,31.7,C
452,Godrej,Godrej 5-in-1 Convertible Cooling 2023 Model 1 Ton 3 Star Split Inverter i-sense Technology with Blue ...,3.0,1.0,179,1726,4.1,42900,42900,90,694.03,0.0,A
453,Godrej,Godrej 5-in-1 Convertible Cooling 2023 Model 1.5 Ton 5 Star Split Inverter i-sense Technology with Blu...,5.0,1.5,157,1090,4.1,54900,54900,111 - 150,744.39,0.0,A
454,Voltas,Voltas 1.2 Ton 5 Star Split Inverter AC  - White,5.0,1.2,732,5602,4.2,54990,33499,91 - 110,686.81,39.1,C
