,Brands,Model,BEE_Rating,Tons,Reviews_Count,Ratings_Count,Cust_Review,Original_Price,Current_Price,Room_Size,Annual_Power_Usage
348,Godrej,Godrej 5-in-1 Convertible Cooling 2023 Model 1 Ton 5 Star Split Inverter i-sense Technology with Blue ...,5.0,1.0,179,1726,4.1,48990,34490,90,524.03
349,Blue,"Blue Star Convertible 5 in 1 Cooling 2023 Model 1.5 Ton 5 Star Split Inverter Multi Sensors, Stabalize...",5.0,1.5,1521,13889,4.2,73000,43980,111 - 150,770.98
350,Hisense,Hisense 1 Ton 5 Star Split Inverter Smart AC with Wi-fi Connect  - White,5.0,1.0,275,1670,4.2,37990,35544,90,925.0
351,Haier,"Haier Heavy Duty Turbo Cool Plus 2023 Model 1.6 Ton 3 Star Split Powerful cooling, Anti-bacterial filt...",3.0,1.6,292,2371,4.0,65990,35990,151 - 200,1350.0
352,Blue,"Blue Star Convertible 5 in 1 Cooling 2023 Model 1.5 Ton 3 Star Split Inverter Multi Sensors, Stabalize...",3.0,1.5,384,4478,4.1,62250,35799,111 - 150,1002.84
353,Blue,Blue Star 2023 Model 1.3 Ton 3 Star Split Inverter AC  - White,3.0,1.3,1521,13889,4.2,57500,32990,111 - 150,865.48
354,Godrej,"Godrej 1 Ton 3 Star Split Inverter With Anti-Virus Protection AC  - White, Gold",3.0,1.0,179,1726,4.1,36900,32631,90,752.58
355,SAMSUNG,SAMSUNG 1.5 Ton 3 Star Split Inverter AC  - White,3.0,1.5,3,36,4.2,47670,37344,111 - 150,0.0
356,Hitachi,Hitachi Ice Clean Frost Wash Technology 2023 Model 1.8 Ton 4 Star Split Inverter Xpandable plus Ambien...,4.0,1.8,217,2406,4.0,95700,54999,151 - 200,1096.51
357,Godrej,Godrej 5-in-1 Convertible Cooling 2023 Model 1.5 Ton 4 Star Split Inverter with 4 Way Swing and Tri Fi...,4.0,1.5,403,4378,4.1,49990,32990,111 - 150,883.14
358,ONIDA,ONIDA 2023 Model 1.5 Ton 3 Star Split Inverter AC  - White,3.0,1.5,939,7988,4.3,43900,29990,111 - 150,969.15
359,TOSHIBA,TOSHIBA 1.5 Ton 5 Star Split Inverter AC  - White,5.0,1.5,1,1,1.0,71280,56990,111 - 150,704.35
360,Blue,Blue Star 2023 Model 1.5 Ton 3 Star Window AC  - White,3.0,1.5,131,1312,4.1,39500,29950,111 - 150,1168.9
361,Godrej,Godrej 5-in-1 Convertible Cooling 2023 Model 1 Ton 3 Star Split Inverter i-sense Technology with Blue ...,3.0,1.0,179,1726,4.1,42900,28990,90,694.03
362,Godrej,Godrej 5-In-1 Convertible Cooling 2023 Model 1.5 Ton 3 Star Split Inverter With Heavy Duty Cooling at ...,3.0,1.5,403,4378,4.1,45400,30990,111 - 150,965.71
363,Haier,"Haier Frost Self-Clean 2023 Model 1.5 Ton 3 Star Split Inverter Intelli Convertible 7-in-1, Cooling at...",3.0,1.5,1,5,4.0,66490,36490,111 - 150,1020.54
364,TOSHIBA,TOSHIBA 1.5 Ton 5 Star Split Inverter AC  - White,5.0,1.5,1,2,1.5,62000,50000,111 - 150,851.2
365,Godrej,Godrej 1.5 Ton 5 Star Split Inverter Convertible 5-in-1 Cooling With Anti-Virus Protection AC  - White...,5.0,1.5,61,618,4.2,51900,43878,111 - 150,840.2
366,Godrej,Godrej 5-in-1 Convertible Cooling 2023 Model 1 Ton 5 Star Split Inverter i-sense Technology with Blue ...,5.0,1.0,179,1726,4.1,48900,32990,90,524.03
367,Blue,"Blue Star 2023 Model 0.8 Ton 3 Star Split Inverter Multi Sensors, Self Clean Technology, Self Diagnosi...",3.0,0.8,1521,13889,4.2,41500,27999,90,521.6
368,Blue,Blue Star 2 Ton 3 Star Window AC  - White,3.0,2.0,131,1312,4.1,47500,37999,151 - 200,1559.82
369,Godrej,Godrej 5-in-1 Convertible Cooling 2023 Model 1.5 Ton 5 Star Split Inverter i-sense Technology with Blu...,5.0,1.5,157,1090,4.1,54900,36990,111 - 150,744.39
370,Blue,"Blue Star Convertible 5 in 1 Cooling 2023 Model 1.5 Ton 5 Star Split Inverter Multi Sensors, Stabalize...",5.0,1.5,1521,13889,4.2,73000,43980,111 - 150,770.98
371,Haier,Haier 1.2 Ton 3 Star Split Inverter AC  - White,3.0,1.2,292,2371,4.0,60990,32999,91 - 110,823.55
372,Blue,"Blue Star Convertible 5 in 1 Cooling 2023 Model 1.5 Ton 3 Star Split Inverter Multi Sensors, Stabalize...",3.0,1.5,384,4478,4.1,62250,35799,111 - 150,1002.84
373,Blue,Blue Star 2023 Model 1.3 Ton 3 Star Split Inverter AC  - White,3.0,1.3,1521,13889,4.2,57500,32990,111 - 150,865.48
374,Blue,Blue Star 2023 Model 2 Ton 3 Star Window AC  - White,3.0,2.0,131,1312,4.1,48000,39549,151 - 200,1453.77
375,Godrej,Godrej 5-in-1 Convertible Cooling 2023 Model 1.5 Ton 4 Star Split Inverter with 4 Way Swing and Tri Fi...,4.0,1.5,403,4378,4.1,49990,49990,111 - 150,883.14
376,ONIDA,ONIDA 2023 Model 1.5 Ton 3 Star Split Inverter AC  - White,3.0,1.5,939,7988,4.3,43900,29990,111 - 150,969.15
377,Daikin,Daikin 2.02 Ton 3 Star Split Inverter AC with PM 2.5 Filter  - White,3.0,2.02,0,11,4.7,86800,59990,151 - 200,1372.85
378,Voltas,Voltas 2 Ton 5 Star Split Inverter AC  - White,5.0,2.0,0,25,4.1,82900,55599,151 - 200,892.32
379,Godrej,Godrej 5-in-1 Convertible Cooling 2023 Model 1 Ton 3 Star Split Inverter i-sense Technology with Blue ...,3.0,1.0,179,1726,4.1,42900,42900,90,694.03
380,Godrej,Godrej 5-in-1 Convertible Cooling 2023 Model 1.5 Ton 5 Star Split Inverter i-sense Technology with Blu...,5.0,1.5,157,1090,4.1,54900,54900,111 - 150,744.39
381,Panasonic,Panasonic 1.5 Ton 5 Star Window AC  - White,5.0,1.5,4,20,4.3,37500,37500,111 - 150,1168.9
382,Godrej,Godrej 5-In-1 Convertible Cooling 2023 Model 1.5 Ton 3 Star Split Inverter With Heavy Duty Cooling at ...,3.0,1.5,403,4378,4.1,45400,30990,111 - 150,965.71
383,Blue,"Blue Star 2023 Model 0.8 Ton 3 Star Split Inverter Multi Sensors, Self Clean Technology, Self Diagnosi...",3.0,0.8,1521,13889,4.2,41500,27999,90,521.6
384,LG,"LG Super Convertible 6-in-1 Cooling 1.5 Ton 5 Star Split Inverter AI, 4 Way Swing, HD Filter with Anti...",5.0,1.5,2889,28367,4.2,80990,80990,111 - 150,818.81
385,Voltas,Voltas 2 in 1 Convertible Cooling 1.2 Ton 3 Star Split Inverter Expandable AC  - White,3.0,1.2,1713,19291,4.2,54990,26366,91 - 110,1700.0
386,Hitachi,Hitachi Iconic wave design 2023 Model 1 Ton 3 Star Split Soft dry Silent Air Ambience Light R 32 AC  -...,3.0,1.0,23,242,4.1,46600,33479,90,706.76
387,Godrej,Godrej 5-in-1 Convertible Cooling 2023 Model 1 Ton 5 Star Split Inverter i-sense Technology with Blue ...,5.0,1.0,179,1726,4.1,48990,34490,90,524.03
388,Blue,"Blue Star Convertible 5 in 1 Cooling 2023 Model 1.5 Ton 5 Star Split Inverter Multi Sensors, Stabalize...",5.0,1.5,1521,13889,4.2,73000,43980,111 - 150,770.98
389,Blue,Blue Star 2023 Model 1.5 Ton 5 Star Window Inverter AC  - White,5.0,1.5,6,44,4.0,50000,37599,111 - 150,1079.34
390,Lloyd,Lloyd 2023 Model 2 Ton 3 Star Split Inverter AC  - White,3.0,2.0,878,5312,4.2,77990,76990,151 - 200,1261.37
391,Blue,"Blue Star Convertible 5 in 1 Cooling 2023 Model 1.5 Ton 3 Star Split Inverter Multi Sensors, Stabalize...",3.0,1.5,384,4478,4.1,62250,35799,111 - 150,1002.84
392,Blue,Blue Star 2023 Model 1.3 Ton 3 Star Split Inverter AC  - White,3.0,1.3,1521,13889,4.2,57500,32990,111 - 150,865.48
393,SAMSUNG,SAMSUNG 1.5 Ton 3 Star Split Inverter AC  - White,3.0,1.5,2385,24309,4.2,57990,57990,111 - 150,1435.0
394,Godrej,Godrej 5-in-1 Convertible Cooling 2023 Model 1.5 Ton 4 Star Split Inverter with 4 Way Swing and Tri Fi...,4.0,1.5,403,4378,4.1,49990,49990,111 - 150,883.14
395,ONIDA,ONIDA 2023 Model 1.5 Ton 3 Star Split Inverter AC  - White,3.0,1.5,939,7988,4.3,43900,29990,111 - 150,969.15
396,Panasonic,Panasonic 2023 Model 1.5 Ton 3 Star Split AC with Wi-fi Connect  - White,3.0,1.5,0,3,4.7,55400,36899,111 - 150,989.31
397,Godrej,Godrej 5-in-1 Convertible Cooling 2023 Model 1 Ton 3 Star Split Inverter i-sense Technology with Blue ...,3.0,1.0,179,1726,4.1,42900,42900,90,694.03
398,Godrej,Godrej 5-in-1 Convertible Cooling 2023 Model 1.5 Ton 5 Star Split Inverter i-sense Technology with Blu...,5.0,1.5,157,1090,4.1,54900,54900,111 - 150,744.39
399,Haier,"Haier Frost Self-Clean 2023 Model 1 Ton 4 Star Split Inverter Intelli smart, Intelli Convertible 7-in-...",4.0,1.0,1,6,4.2,63990,36999,90,609.48
400,CANDY,CANDY 2023 Model 1.5 Ton 5 Star Window Inverter AC  - White,5.0,1.5,0,5,4.8,48000,34999,111 - 150,1095.38
401,Blue,"Blue Star 2023 Model 1 Ton 2 Star Split Multi Sensors, Comfort Sleep Mode, Turbo Cool, Self Diagnosis,...",2.0,1.0,10,133,4.2,44250,31999,90,727.66
402,Godrej,Godrej 5-In-1 Convertible Cooling 2023 Model 1.5 Ton 3 Star Split Inverter With Heavy Duty Cooling at ...,3.0,1.5,403,4378,4.1,45400,30990,111 - 150,965.71
403,Blue,"Blue Star 2023 Model 0.8 Ton 3 Star Split Inverter Multi Sensors, Self Clean Technology, Self Diagnosi...",3.0,0.8,1521,13889,4.2,41500,27999,90,521.6
404,MarQ,MarQ by Flipkart 1.5 Ton 3 Star Split Inverter AC  - White,3.0,1.5,526,4691,4.2,39200,33578,111 - 150,1430.0
405,Godrej,Godrej 5-in-1 Convertible Cooling 2023 Model 1 Ton 5 Star Split Inverter i-sense Technology with Blue ...,5.0,1.0,179,1726,4.1,48990,34490,90,524.03
406,Blue,"Blue Star Convertible 5 in 1 Cooling 2023 Model 1.5 Ton 5 Star Split Inverter Multi Sensors, Stabalize...",5.0,1.5,1521,13889,4.2,73000,43980,111 - 150,770.98
407,CANDY,CANDY 2023 Model 1 Ton 4 Star Split Inverter AC  - White,4.0,1.0,118,713,4.0,57500,28999,90,600.21
408,Blue,Blue Star 1.5 Ton 3 Star Split AC  - White,3.0,1.5,168,1483,4.4,49500,40999,111 - 150,1122.45
409,Blue,Blue Star 2023 Model 1.5 Ton 5 Star Window Inverter AC  - White,5.0,1.5,7,69,3.9,50000,39999,111 - 150,1082.57
410,Godrej,Godrej 1.5 Ton 3 Star Split Inverter AC  - White,3.0,1.5,19,109,4.1,50990,32599,111 - 150,1097.54
411,Godrej,Godrej 5-in-1 Convertible Cooling 2023 Model 1.5 Ton 4 Star Split Inverter with 4 Way Swing and Tri Fi...,4.0,1.5,403,4378,4.1,49990,32990,111 - 150,883.14
412,ONIDA,ONIDA 2023 Model 1.5 Ton 3 Star Split Inverter AC  - White,3.0,1.5,939,7988,4.3,43900,29990,111 - 150,969.15
413,Panasonic,Panasonic Convertible 7-in-1 with Additional AI Mode Cooling 2023 Model Desert Series 2.2 Ton 4 Star S...,4.0,2.2,78,638,4.1,87900,71719,111 - 150,1351.04
414,Godrej,Godrej 5-in-1 Convertible Cooling 2023 Model 1 Ton 3 Star Split Inverter i-sense Technology with Blue ...,3.0,1.0,179,1726,4.1,42900,28990,90,694.03
415,Godrej,Godrej 5-In-1 Convertible Cooling 2023 Model 1.5 Ton 3 Star Split Inverter With Heavy Duty Cooling at ...,3.0,1.5,403,4378,4.1,45400,30990,111 - 150,965.71
416,Godrej,Godrej 2023 Model 5-In-1 Convertible Cooling 1.4 Ton 3 Star Split Inverter with I-Sense Technology AC ...,3.0,1.4,9,75,3.8,45400,32999,111 - 150,952.09
417,Lloyd,Lloyd 1.5 Ton 3 Star Split Inverter AC  - White,3.0,1.5,95,677,4.3,50990,35690,111 - 150,5800.0
418,Godrej,Godrej 1.5 Ton 3 Star Split Inverter AC  - White,3.0,1.5,19,109,4.1,50990,32599,111 - 150,1097.54
419,Godrej,Godrej 5-in-1 Convertible Cooling 2023 Model 1 Ton 5 Star Split Inverter i-sense Technology with Blue ...,5.0,1.0,179,1726,4.1,48900,32990,90,524.03
420,Blue,"Blue Star 2023 Model 0.8 Ton 3 Star Split Inverter Multi Sensors, Self Clean Technology, Self Diagnosi...",3.0,0.8,1521,13889,4.2,41500,27999,90,521.6
421,MOTOROLA,MOTOROLA 1.5 Ton 3 Star Split Dual Inverter AC  - Silver,3.0,1.5,100,627,4.4,46399,37999,111 - 150,1101.4
422,Godrej,Godrej 5-in-1 Convertible Cooling 2023 Model 1.5 Ton 5 Star Split Inverter i-sense Technology with Blu...,5.0,1.5,157,1090,4.1,54900,36990,111 - 150,744.39
423,Blue,"Blue Star Convertible 5 in 1 Cooling 2023 Model 1.5 Ton 5 Star Split Inverter Multi Sensors, Stabalize...",5.0,1.5,1521,13889,4.2,73000,43980,111 - 150,770.98
424,Voltas,Voltas 1.5 Ton 3 Star Window AC  - White,3.0,1.5,366,3610,4.3,32822,32822,111 - 150,0.0
425,Blue,"Blue Star 2023 Model 1 Ton 2 Star Split Multi Sensors, Comfort Sleep Mode, Turbo Cool, Self Diagnosis,...",2.0,1.0,10,133,4.2,44250,31999,90,727.66
426,Blue,"Blue Star Convertible 5 in 1 Cooling 2023 Model 1.5 Ton 3 Star Split Inverter Multi Sensors, Stabalize...",3.0,1.5,384,4478,4.1,62250,35799,111 - 150,1002.84
427,Blue,Blue Star 2023 Model 1.3 Ton 3 Star Split Inverter AC  - White,3.0,1.3,1521,13889,4.2,57500,32990,111 - 150,865.48
428,Voltas,Voltas 1.5 Ton 3 Star Split Inverter AC  - White,3.0,1.5,1,19,3.9,67990,32590,111 - 150,1017.95
429,Godrej,Godrej 5-in-1 Convertible Cooling 2023 Model 1.5 Ton 4 Star Split Inverter with 4 Way Swing and Tri Fi...,4.0,1.5,403,4378,4.1,49990,49990,111 - 150,883.14
430,ONIDA,ONIDA 2023 Model 1.5 Ton 3 Star Split Inverter AC  - White,3.0,1.5,939,7988,4.3,43900,29990,111 - 150,969.15
431,Lloyd,Lloyd 1 Ton 3 Star Split Inverter AC  - White,3.0,1.0,7,98,4.2,50990,32900,90,698.49
432,Godrej,Godrej 4-Way Air Swing 2023 Model 2 Ton 3 Star Split with Anti-Dust Filter AC  - White,3.0,2.0,24,194,4.0,61990,43499,151 - 200,1215.35
433,Godrej,Godrej 5-in-1 Convertible Cooling 2023 Model 1 Ton 3 Star Split Inverter i-sense Technology with Blue ...,3.0,1.0,179,1726,4.1,42900,42900,90,694.03
434,Godrej,Godrej 5-in-1 Convertible Cooling 2023 Model 1.5 Ton 5 Star Split Inverter i-sense Technology with Blu...,5.0,1.5,157,1090,4.1,54900,54900,111 - 150,744.39
435,Daikin,Daikin 2.02 Ton 4 Star Split Inverter AC with PM 2.5 Filter  - White,4.0,2.02,0,18,3.4,86800,62990,151 - 200,1372.85
436,Blue,Blue Star 1.5 Ton 3 Star Split AC  - White,3.0,1.5,0,7,4.7,61750,39999,111 - 150,1052.79
437,Godrej,Godrej 5-In-1 Convertible Cooling 2023 Model 1.5 Ton 3 Star Split Inverter With Heavy Duty Cooling at ...,3.0,1.5,403,4378,4.1,45400,30990,111 - 150,965.71
438,Blue,"Blue Star 2023 Model 0.8 Ton 3 Star Split Inverter Multi Sensors, Self Clean Technology, Self Diagnosi...",3.0,0.8,1521,13889,4.2,41500,27999,90,521.6
439,Haier,"Haier Frost Self-Clean 2023 Model 1.5 Ton 3 Star Split Inverter Intelli Convertible 7-in-1, Cooling at...",3.0,1.5,1,5,4.0,66490,36490,111 - 150,1020.54
440,Lloyd,Lloyd 1.5 Ton 3 Star Split Inverter AC  - White,3.0,1.5,0,5,4.2,63990,40999,111 - 150,1021.82
441,Voltas,Voltas 2023 Model 2 Ton 3 Star Split AC  - White,3.0,2.0,1,16,4.4,81990,48500,151 - 200,1323.72
442,Godrej,Godrej 5-in-1 Convertible Cooling 2023 Model 1 Ton 5 Star Split Inverter i-sense Technology with Blue ...,5.0,1.0,179,1726,4.1,48990,34490,90,524.03
443,Blue,"Blue Star Convertible 5 in 1 Cooling 2023 Model 1.5 Ton 5 Star Split Inverter Multi Sensors, Stabalize...",5.0,1.5,1521,13889,4.2,73000,43980,111 - 150,770.98
444,Whirlpool,Whirlpool 1.5 Ton 3 Star Split Inverter AC  - White,3.0,1.5,1,22,4.2,45000,32409,111 - 150,0.0
445,Godrej,Godrej 1.5 Ton 3 Star Split Inverter AC  - White,3.0,1.5,0,24,4.4,44900,33386,111 - 150,998.42
446,Blue,"Blue Star Convertible 5 in 1 Cooling 2023 Model 1.5 Ton 3 Star Split Inverter Multi Sensors, Stabalize...",3.0,1.5,384,4478,4.1,62250,35799,111 - 150,1002.84
447,Blue,Blue Star 2023 Model 1.3 Ton 3 Star Split Inverter AC  - White,3.0,1.3,1521,13889,4.2,57500,32990,111 - 150,865.48
448,Godrej,Godrej 1.5 Ton 3 Star Split Inverter Convertible 5-in-1 Cooling with Anti-Virus Protection AC  - White...,3.0,1.5,403,4378,4.1,43900,32699,111 - 150,1046.29
449,Blue,Blue Star 2023 Model 1.5 Ton 5 Star Window AC  - White,5.0,1.5,7,87,4.2,42500,34449,111 - 150,1114.71
450,Godrej,Godrej 5-in-1 Convertible Cooling 2023 Model 1.5 Ton 4 Star Split Inverter with 4 Way Swing and Tri Fi...,4.0,1.5,403,4378,4.1,49990,49990,111 - 150,883.14
451,ONIDA,ONIDA 2023 Model 1.5 Ton 3 Star Split Inverter AC  - White,3.0,1.5,939,7988,4.3,43900,29990,111 - 150,969.15
452,Godrej,Godrej 5-in-1 Convertible Cooling 2023 Model 1 Ton 3 Star Split Inverter i-sense Technology with Blue ...,3.0,1.0,179,1726,4.1,42900,42900,90,694.03
453,Godrej,Godrej 5-in-1 Convertible Cooling 2023 Model 1.5 Ton 5 Star Split Inverter i-sense Technology with Blu...,5.0,1.5,157,1090,4.1,54900,54900,111 - 150,744.39
454,Voltas,Voltas 1.2 Ton 5 Star Split Inverter AC  - White,5.0,1.2,732,5602,4.2,54990,33499,91 - 110,686.81
455,Panasonic,Panasonic 1 Ton 5 Star Split Inverter AC with Wi-fi Connect  - White,5.0,1.0,9,72,4.1,61400,40900,90,589.13
456,Godrej,Godrej 5-In-1 Convertible Cooling 2023 Model 1.5 Ton 3 Star Split Inverter With Heavy Duty Cooling at ...,3.0,1.5,403,4378,4.1,45400,30990,111 - 150,965.71
457,Blue,"Blue Star 2023 Model 0.8 Ton 3 Star Split Inverter Multi Sensors, Self Clean Technology, Self Diagnosi...",3.0,0.8,1521,13889,4.2,41500,27999,90,521.6
458,Godrej,Godrej 5-in-1 Convertible Cooling 2023 Model 1 Ton 5 Star Split Inverter i-sense Technology with Blue ...,5.0,1.0,179,1726,4.1,48990,34490,90,524.03
459,Blue,"Blue Star Convertible 5 in 1 Cooling 2023 Model 1.5 Ton 5 Star Split Inverter Multi Sensors, Stabalize...",5.0,1.5,1521,13889,4.2,73000,43980,111 - 150,770.98
460,Blue,Blue Star 1 Ton 5 Star Split Inverter AC  - White,5.0,1.0,0,10,4.7,59990,39990,90,550.09
461,LG,LG 1.5 Ton 3 Star Split Dual Inverter AC with Wi-fi Connect  - White,3.0,1.5,6,34,4.5,70990,41490,111 - 150,1180.51
462,Daikin,Daikin 1.8 Ton 3 Star Split Inverter AC  - White,3.0,1.8,4,29,3.9,63700,55590,151 - 200,0.0
463,Blue,Blue Star 2023 Model 1.5 Ton 2 Star Window AC  - White,2.0,1.5,131,1312,4.1,37500,29399,111 - 150,1223.09
464,Blue,"Blue Star Convertible 5 in 1 Cooling 2023 Model 1.5 Ton 3 Star Split Inverter Multi Sensors, Stabalize...",3.0,1.5,384,4478,4.1,62250,35799,111 - 150,1002.84
465,Blue,Blue Star 2023 Model 1.3 Ton 3 Star Split Inverter AC  - White,3.0,1.3,1521,13889,4.2,57500,32990,111 - 150,865.48
466,Lloyd,Lloyd 1 Ton 3 Star Split Inverter AC  - White,3.0,1.0,7,98,4.2,50990,32900,90,698.49
467,LG,"LG AI Convertible 6-in-1 Cooling 2023 Model 1.5 Ton 5 Star Split Inverter 4 Way Swing, HD Filter with ...",5.0,1.5,2889,28367,4.2,81990,49990,111 - 150,685.26
468,Godrej,Godrej 5-in-1 Convertible Cooling 2023 Model 1.5 Ton 4 Star Split Inverter with 4 Way Swing and Tri Fi...,4.0,1.5,403,4378,4.1,49990,32990,111 - 150,883.14
469,ONIDA,ONIDA 2023 Model 1.5 Ton 3 Star Split Inverter AC  - White,3.0,1.5,939,7988,4.3,43900,29990,111 - 150,969.15
470,Lloyd,Lloyd 1.5 Ton 3 Star Split Inverter AC  - White,3.0,1.5,0,5,4.2,63990,40999,111 - 150,1021.82
471,Daikin,Daikin 1 Ton 3 Star Split Inverter with PM 2.5 Filter AC with PM 2.5 Filter  - White,3.0,1.0,0,14,3.8,49990,35490,90,682.27
472,Godrej,"Godrej 1.5 Ton 5 Star Split Inverter 2023 Model, Blue Fin Anti Corrosive Coating AC  - White",5.0,1.5,61,618,4.2,54900,39999,111 - 150,765.86
473,Godrej,Godrej 5-in-1 Convertible Cooling 2023 Model 1 Ton 3 Star Split Inverter i-sense Technology with Blue ...,3.0,1.0,179,1726,4.1,42900,28990,90,694.03
474,Godrej,Godrej 5-In-1 Convertible Cooling 2023 Model 1.5 Ton 3 Star Split Inverter With Heavy Duty Cooling at ...,3.0,1.5,403,4378,4.1,45400,30990,111 - 150,965.71
475,MarQ,MarQ by Flipkart Convertible 4-in-1 Cooling 0.8 Ton 3 Star Split Inverter AC  - White,3.0,0.8,91,688,4.0,45499,28888,90,820.0
476,Godrej,Godrej 5-in-1 Convertible Cooling 2023 Model 1 Ton 5 Star Split Inverter i-sense Technology with Blue ...,5.0,1.0,179,1726,4.1,48900,32990,90,524.03
477,Blue,"Blue Star 2023 Model 0.8 Ton 3 Star Split Inverter Multi Sensors, Self Clean Technology, Self Diagnosi...",3.0,0.8,1521,13889,4.2,41500,27999,90,521.6
478,Voltas,Voltas 2 Ton 3 Star Split Inverter AC  - White,3.0,2.0,5,39,4.0,74264,45900,151 - 200,1272.16
479,Hitachi,Hitachi 1.5 Ton 2 Star Split AC  - White,2.0,1.5,0,5,3.2,54100,35499,111 - 150,1045.04
480,Godrej,Godrej 5-in-1 Convertible Cooling 2023 Model 1.5 Ton 5 Star Split Inverter i-sense Technology with Blu...,5.0,1.5,157,1090,4.1,54900,36990,111 - 150,744.39
481,Blue,"Blue Star Convertible 5 in 1 Cooling 2023 Model 1.5 Ton 5 Star Split Inverter Multi Sensors, Stabalize...",5.0,1.5,1521,13889,4.2,73000,43980,111 - 150,770.98
482,Godrej,Godrej 1.5 Ton 3 Star Split Inverter AC  - White,3.0,1.5,0,24,4.4,44900,33386,111 - 150,998.42
483,Blue,"Blue Star Convertible 5 in 1 Cooling 2023 Model 1.5 Ton 3 Star Split Inverter Multi Sensors, Stabalize...",3.0,1.5,384,4478,4.1,62250,35799,111 - 150,1002.84
484,Blue,Blue Star 2023 Model 1.3 Ton 3 Star Split Inverter AC  - White,3.0,1.3,1521,13889,4.2,57500,32990,111 - 150,865.48
485,Voltas,Voltas 2 Ton 5 Star Split Inverter AC  - White,5.0,2.0,1,50,4.3,85990,55800,151 - 200,925.76
486,Daikin,Daikin 2023 Model 1.8 Ton 5 Star Split Inverter AC with PM 2.5 Filter  - White,5.0,1.8,354,3683,4.2,84000,83999,151 - 200,923.07
487,Daikin,Daikin 1.5 Ton 5 Star Split Inverter AC with PM 2.5 Filter with Wi-fi Connect  - White,5.0,1.5,11,61,4.0,71990,49990,111 - 150,785.67
488,Lloyd,Lloyd 1 Ton 3 Star Portable AC  - White,3.0,1.0,4,27,3.3,46900,35605,90,714.44
489,Blue,Blue Star 1 Ton 3 Star Split Inverter AC  - White,3.0,1.0,0,11,4.2,51500,30999,90,704.42
490,Godrej,Godrej 1.5 Ton 3 Star Split AC  - White,3.0,1.5,19,163,4.2,46900,32499,111 - 150,1137.94
491,Voltas,Voltas 1.5 Ton 5 Star Split Inverter AC  - White,5.0,1.5,486,4572,4.3,68990,41490,111 - 150,892.32
492,Godrej,Godrej 1.5 Ton 3 Star Split Inverter AC  - White,3.0,1.5,403,4378,4.1,58000,32390,111 - 150,1091.47
493,Panasonic,Panasonic 1.5 Ton 5 Star Split Inverter AC with Wi-fi Connect  - White,5.0,1.5,78,638,4.1,63400,43999,111 - 150,774.19
494,Lloyd,Lloyd 1.5 Ton 4 Star Window AC  - White,4.0,1.5,46,271,4.2,38990,29590,111 - 150,1072.14
495,Daikin,Daikin 1.5 Ton 3 Star Split AC with PM 2.5 Filter  - White,3.0,1.5,2,120,4.1,55600,38349,111 - 150,1099.44
496,O,O General 1.5 Ton 5 Star Split Inverter AC  - White,5.0,1.5,0,7,3.7,70530,61594,111 - 150,1453.77
497,Daikin,Daikin 1.5 Ton 3 Star Split AC  - White,3.0,1.5,1,14,4.2,55600,38990,111 - 150,989.31
498,Voltas,Voltas 1 Ton 3 Star Split Inverter AC  - White,3.0,1.0,9,88,4.1,48990,30999,90,0.0
499,Godrej,Godrej 5-in-1 Convertible Cooling 2023 Model 1.5 Ton 4 Star Split Inverter with 4 Way Swing and Tri Fi...,4.0,1.5,403,4378,4.1,49990,32990,111 - 150,883.14
500,ONIDA,ONIDA 2023 Model 1.5 Ton 3 Star Split Inverter AC  - White,3.0,1.5,939,7988,4.3,43900,29990,111 - 150,969.15
501,Godrej,Godrej 5-in-1 Convertible Cooling 2023 Model 1 Ton 3 Star Split Inverter i-sense Technology with Blue ...,3.0,1.0,179,1726,4.1,42900,28990,90,694.03
502,Godrej,Godrej 5-In-1 Convertible Cooling 2023 Model 1.5 Ton 3 Star Split Inverter With Heavy Duty Cooling at ...,3.0,1.5,403,4378,4.1,45400,30990,111 - 150,965.71
503,Blue,Blue Star 2023 Model 1.5 Ton 2 Star Window AC  - White,2.0,1.5,131,1312,4.1,37500,29399,111 - 150,1223.09
504,Godrej,Godrej 5-in-1 Convertible Cooling 2023 Model 1 Ton 5 Star Split Inverter i-sense Technology with Blue ...,5.0,1.0,179,1726,4.1,48900,32990,90,524.03
505,Blue,"Blue Star 2023 Model 0.8 Ton 3 Star Split Inverter Multi Sensors, Self Clean Technology, Self Diagnosi...",3.0,0.8,1521,13889,4.2,41500,27999,90,521.6
506,Blue,Blue Star 1.5 Ton 3 Star Split Inverter AC  - White,3.0,1.5,2,9,3.7,61750,37800,111 - 150,1456.0
507,Godrej,Godrej 1.5 Ton 3 Star Split Inverter AC  - White,3.0,1.5,3,24,3.7,45990,33986,111 - 150,1123.23
508,Godrej,Godrej 5-in-1 Convertible Cooling 2023 Model 1.5 Ton 5 Star Split Inverter i-sense Technology with Blu...,5.0,1.5,157,1090,4.1,54900,36990,111 - 150,744.39
509,Blue,"Blue Star Convertible 5 in 1 Cooling 2023 Model 1.5 Ton 5 Star Split Inverter Multi Sensors, Stabalize...",5.0,1.5,1521,13889,4.2,73000,43980,111 - 150,770.98
510,Blue,Blue Star 2023 Model 1.5 Ton 5 Star Window Inverter AC  - White,5.0,1.5,7,69,3.9,50000,37700,111 - 150,1082.57
511,Godrej,Godrej 1.5 Ton 3 Star Split Inverter AC  - White,3.0,1.5,403,4378,4.1,58000,32390,111 - 150,1091.47
